"Y","X1","X2","A","B","group"
1,0.696764162090344,2.14590719948619,0,0,50
0,0.445711880922318,2.1089268837656,0,1,50
0,0.271560059860349,2.10432619531365,1,1,50
0,3.32687622664456,2.10432619531365,1,1,50
0,0.507867477721157,2.11516401232095,0,1,50
0,0.586128372699022,2.10432619531365,0,0,50
0,9.24866888621702,2.10432619531365,1,1,50
0,2.21515956233004,2.11510089502825,0,0,50
0,5.45723012437053,2.13023854614499,0,0,50
0,1.05554291047156,2.10432619531365,0,1,50
0,1.58923343442283,2.12277730667157,0,0,50
0,3.21429265136224,2.10432619531365,1,1,50
0,0.727897961239968,2.13395534017201,0,1,50
0,1.0581814236939,2.11927722357288,1,1,50
1,0.687892486182625,2.10523177109372,0,1,50
0,0.249903051182628,0.97222084635389,0,0,51
0,3.12767191959505,0.97222084635389,0,0,51
1,7.2092962275473,0.979575038357902,0,0,51
1,2.77249883665683,0.996143987039644,0,0,51
0,4.15645058436279,0.97222084635389,0,0,51
0,0.558512982912362,0.97222084635389,0,0,51
1,1.41789147063139,0.97222084635389,0,0,51
1,1.83551787576618,0.97222084635389,0,0,51
0,1.20868547540158,0.981491599140804,0,0,51
0,0.75783344451338,0.97222084635389,1,1,51
0,0.0971423201262951,1.02818187085495,0,1,52
0,2.9700173435915,1.06498376825736,0,1,52
0,0.583311759866774,1.12044972468557,1,1,52
0,0.729761581867933,1.11240204048753,1,1,52
0,1.99116827539148,1.04644452291449,0,1,52
0,3.02128154022579,1.02818187085495,1,1,52
0,1.53281305163147,1.03512544743091,1,1,52
0,0.830935513492074,1.10799825935741,1,1,52
0,1.04386833596597,1.09649945167287,1,1,52
1,5.33901372899242,1.08305525161102,1,1,52
0,3.2910586556602,1.06505380762472,1,1,52
0,1.05123329757906,1.02818187085495,1,1,52
0,2.37954095183852,0.540621652159817,1,1,53
0,0.356384936720133,0.438384487958232,1,1,53
1,0.447895734960387,0.438384487958232,0,1,53
0,3.62731242535596,0.462773679415383,0,1,53
1,0.737958419136703,0.458375582854978,0,1,53
0,1.16513439081609,0.438384487958232,1,1,53
0,0.209098300896585,0.438384487958232,0,0,53
0,0.261385090649128,0.438384487958232,0,1,53
0,0.688094188459218,0.489071314309872,0,0,53
0,2.8332225268889,0.438384487958232,1,1,53
0,2.28049675925615,0.438384487958232,0,0,53
0,2.01565482645276,0.907882421418361,1,1,54
0,2.76788894823732,0.903792759250868,0,0,54
0,1.07405185513198,0.94751243563233,0,0,54
0,0.224725918844342,0.903792759250868,1,1,54
1,2.22857421814444,0.953896449771787,0,0,54
0,0.477059653028846,0.940517434887052,0,0,54
0,3.05495718477254,0.903792759250868,1,1,54
0,2.01877739238619,0.904358017669425,0,1,54
0,3.82958671433811,0.906918188791469,1,1,54
1,4.06093635020738,0.980931845774923,0,0,54
0,0.187873477116227,0.903792759250868,1,1,54
0,1.66252505957129,1.03300996677521,1,1,54
0,2.73357790327611,0.909365539764296,0,0,54
0,0.154322574846447,2.31799832321944,1,1,55
0,2.74068730502369,2.31035944663125,0,0,55
0,3.75631574151998,2.31525182303785,0,0,55
0,2.44560366488042,2.30872145082002,1,1,55
0,0.0496960817874256,2.30733508130481,1,1,55
0,0.218870823271573,2.33845271488324,1,1,55
0,0.697697519714816,2.30733508130481,0,0,55
1,0.775253754109144,2.30733508130481,1,1,55
0,2.9069415888,2.32484611419703,1,1,55
0,0.424784259870648,2.3282254080621,1,1,55
0,0.784212104220428,2.330180915361,1,1,55
0,1.15367850998264,2.30733508130481,1,1,55
0,1.09401270095259,2.30733508130481,1,1,55
1,0.011688768863678,1.09701514100852,1,1,56
0,3.43299521489029,1.08326913416606,0,1,56
1,0.327174597419798,1.02443014003628,0,0,56
0,1.86618396445158,1.08963725315223,1,1,56
1,0.0536285046556771,1.12239929233793,1,1,56
0,1.32308923173696,1.02443014003628,1,1,56
0,0.256846152245998,1.02443014003628,1,1,56
0,2.75528677730801,1.06955817288741,0,0,56
0,0.0482767131179571,1.06365023323033,0,1,56
0,1.14782477729023,1.02443014003628,1,1,56
0,4.49638535429664,1.02443014003628,0,0,56
1,3.92704905180221,1.02443014003628,0,0,56
0,1.76085759504678,0.55742116315295,0,0,57
1,0.276335936039686,0.55636024570332,0,0,57
1,1.86103226794841,0.594558715674149,0,0,57
0,2.26159487097504,0.55636024570332,1,1,57
1,0.136368585305241,0.653821159711187,0,1,57
1,0.30087764727234,0.55636024570332,0,0,57
0,1.44616105026546,0.55636024570332,0,0,57
0,4.74730979785654,0.55636024570332,0,0,57
0,2.32334501660409,0.56019630376911,1,1,57
0,0.49581407838943,0.55636024570332,0,0,57
0,1.37444410286844,0.55636024570332,0,0,57
0,8.6339280048405,0.561909374195892,0,0,57
0,2.26034342861714,0.55636024570332,0,0,57
0,6.4499493386961,0.55636024570332,1,1,57
0,0.0937900108329158,0.55636024570332,0,0,57
0,0.180934218881409,0.556441990409874,0,1,57
0,0.549661756493151,0.79160606710535,0,1,58
0,9.50570533374205,0.725194627957255,1,1,58
0,0.855221261364909,0.785602850911124,1,1,58
0,2.51073211423101,0.725194627957255,1,1,58
0,0.592459147564408,0.725194627957255,0,0,58
0,0.429159933103339,0.731322716758267,0,0,58
0,0.510980625692298,0.725194627957255,1,1,58
0,0.430174018256366,0.725194627957255,0,1,58
0,2.20025665863397,0.732272521409055,0,0,58
0,0.151520140469074,0.725194627957255,0,0,58
0,0.95636286213994,0.725194627957255,1,1,58
1,0.188265080298489,0.845835083071539,1,1,58
0,0.0913248816505075,0.725194627957255,0,0,58
0,0.269283147528768,0.808200891408271,1,1,58
0,1.67819664432647,0.725194627957255,0,1,58
0,2.83014773475857,0.725194627957255,0,1,58
1,2.24334056294503,0.825503818637966,0,0,58
0,1.67848434695188,0.725194627957255,1,1,58
0,0.685242074850238,0.794166482270057,1,1,58
0,0.0154968229102635,0.47355744591754,0,1,59
0,5.14831173767276,0.532667131804731,0,0,59
0,5.78183425599275,0.47355744591754,0,0,59
1,0.932890608906746,0.524302739642671,0,0,59
0,1.82132020956817,0.477003198099432,1,1,59
1,1.33667056635022,0.47355744591754,1,1,59
0,0.521954692900181,0.506981014757691,1,1,59
0,0.116955667584197,0.47355744591754,1,1,59
0,1.45175565251289,0.47355744591754,1,1,59
1,3.40493756758218,0.520505451017442,0,1,59
0,0.0837532213324058,0.508367656554823,0,0,59
0,1.32967265509069,0.47355744591754,0,0,59
0,0.66776980326085,0.47355744591754,0,0,59
0,3.72197190655355,0.510648739578974,0,0,59
0,2.20313854320886,0.555595731224001,0,0,59
0,5.06681011772649,0.500667098230143,0,0,59
0,0.433760169893503,0.47355744591754,1,1,59
0,6.16241775419483,0.47355744591754,1,1,59
0,1.0013941321522,1.10441905183095,0,0,60
0,3.76911422966008,1.11784541181639,0,1,60
1,1.75089047565336,1.10441905183095,0,1,60
1,0.0940732453018427,1.12294717485947,0,0,60
0,4.3320252412246,1.10441905183095,1,1,60
1,1.52137433259193,1.10441905183095,1,1,60
0,0.506012573015455,1.10441905183095,1,1,60
0,1.13869900256395,1.10441905183095,0,0,60
0,1.1320225980305,1.10441905183095,0,0,60
0,1.17137870559344,1.10441905183095,1,1,60
1,0.963034817017615,0.757141898478888,0,0,61
0,2.30298284991624,0.757141898478888,0,0,61
1,0.159209141507745,0.757141898478888,0,0,61
0,0.227390376000652,0.757141898478888,0,0,61
1,0.598888845182955,0.780028923104358,0,0,61
1,1.26592986751348,0.757141898478888,0,0,61
1,0.267598542393284,0.789464920490401,0,0,61
1,1.88053934826496,0.757141898478888,0,0,61
1,5.67996800551455,0.779187727497475,0,0,61
0,0.191610481590033,0.757141898478888,0,0,61
0,1.77575452538323,0.757141898478888,0,0,61
1,5.79838943447838,0.757141898478888,1,1,61
1,0.48423730302602,2.96795840700162,1,1,62
0,2.73562909654322,2.92477432718014,1,1,62
0,0.693612460978329,2.9447242142163,0,0,62
0,0.734898256877797,2.99829470652591,0,0,62
0,2.13246824281757,2.92477432718014,0,1,62
0,0.712391539476812,2.92477432718014,0,0,62
1,0.311249077868954,2.92968716932093,0,1,62
0,0.835002877749503,2.92477432718014,0,1,62
0,3.10842533392792,2.93742898978096,1,1,62
0,3.83100301376648,2.92477432718014,0,0,62
0,5.72530810501347,2.96488072329204,0,0,62
0,0.925483714789152,0.423229222140306,0,1,63
0,0.411436662077904,0.466123928661387,1,1,63
1,1.03543147910386,0.430391136568477,0,0,63
0,1.39925000577871,0.423229222140306,1,1,63
0,0.159007407778198,0.423229222140306,0,0,63
0,3.82233270613437,0.462312729308068,0,1,63
0,0.953108088880755,0.423229222140306,0,1,63
0,1.78939040741863,0.423229222140306,0,1,63
0,1.98786359966552,0.423229222140306,1,1,63
0,1.82732929467204,0.423229222140306,1,1,63
1,1.070486927405,0.423229222140306,0,1,63
0,0.468424665741622,0.423229222140306,1,1,63
0,1.80681257579931,0.423229222140306,0,1,63
0,1.67027012300405,0.78227105850261,0,1,64
0,0.549621667712927,0.78227105850261,0,0,64
0,0.165960002690554,0.78227105850261,0,0,64
0,4.96949281890817,0.78227105850261,0,0,64
1,0.136823709370894,0.823247028549394,0,1,64
0,0.233303154818714,0.78227105850261,0,1,64
1,0.0496626516656867,0.852654886566868,1,1,64
0,1.46298763892593,0.784938490485522,1,1,64
1,1.7211098204458,0.78227105850261,0,0,64
0,4.97221929182239,1.06270815494959,0,1,65
0,0.158371227793396,1.07712422708463,0,0,65
1,1.33772823493928,1.13881335960482,0,1,65
0,1.02386805973947,1.05468372129975,0,0,65
1,0.124608592130244,1.05468372129975,0,1,65
1,0.0712351351976395,1.05468372129975,0,0,65
0,0.37031152241585,1.05468372129975,0,0,65
0,9.59441496970424,1.05468372129975,0,0,65
1,0.0148460994514959,1.0873278119555,0,0,65
0,0.615183557501166,0.303599512943631,1,1,66
1,1.72422794057968,0.356733638869095,0,1,66
1,2.44268040909412,0.373470764757688,0,0,66
1,3.59033559991007,0.303599512943631,0,0,66
1,0.143184492364526,0.332761938183259,0,0,66
0,1.13262874633074,0.308766926134172,1,1,66
0,3.28789779986667,0.303599512943631,0,0,66
0,0.980967399988638,0.303599512943631,0,0,66
0,4.01084376109724,0.653324778286469,0,1,67
0,3.11176568252926,0.587887446493538,1,1,67
0,10,0.619871691868504,1,1,67
1,0.590222630649805,0.617721507928494,0,0,67
0,1.93463933603653,0.563214176757887,1,1,67
0,5.07951867182679,0.56758698120981,1,1,67
1,1.43668700932505,0.59917781655735,0,0,67
0,2.88299923373346,0.618258358496404,0,0,67
1,0.531051662865327,0.563214176757887,1,1,67
0,0.461759652011096,0.578106992358117,0,0,67
1,0.869821065105498,0.606128026686592,0,0,67
1,0.837657825137643,0.584868955179355,1,1,67
0,1.09322706053252,1.1509500708556,0,1,68
0,2.19951116099002,1.20932065326406,1,1,68
1,3.98815776018386,1.15997551696853,0,1,68
0,0.749663922935724,1.23375546666131,1,1,68
0,4.63215783885043,1.1509500708556,1,1,68
0,0.774007298052311,1.20274389228573,1,1,68
1,0.0586120961233974,1.19454491661486,1,1,68
0,1.92809518790784,1.24412163210743,0,1,68
0,1.43847289605594,0.956669216277587,1,1,69
0,2.30396746649387,1.00073181730819,0,1,69
0,6.23926834728489,1.0148797375878,0,1,69
0,0.20264161777857,0.956669216277587,1,1,69
1,1.95602533910152,0.963914119705703,0,1,69
1,0.283358953893185,0.973316828718255,1,1,69
0,1.17966314963996,0.979247825233025,0,1,69
1,2.16743332511725,0.966543000381046,0,0,69
0,0.561564480041696,0.956669216277587,1,1,69
0,3.75569142384415,1.0097490357985,1,1,69
0,8.68983390700602,0.974495359884154,0,0,69
0,0.883533774875104,0.956669216277587,1,1,69
1,1.17450447566807,0.963968957687017,1,1,69
0,3.23190555704718,0.775647768626959,0,0,70
1,1.8823403007442,0.805630851002463,0,0,70
0,0.167637372389436,0.830756992489874,0,0,70
0,2.73892058982494,0.775647768626959,0,0,70
0,0.794994759373367,0.790128420602903,0,0,70
1,0.10299640659306,0.782431831417419,1,1,70
1,2.34411279289963,0.789533348335047,0,0,70
1,0.609514068812132,0.814472771456521,0,0,70
1,0.762660715140223,0.787892007134672,0,0,70
0,0.42051138728857,0.79531620968878,0,0,70
0,4.21339233566947,2.87472838807426,0,0,71
0,0.607974393293262,2.86982356153471,0,0,71
0,0.247038835480556,2.86982356153471,0,1,71
0,2.1614088154489,2.86982356153471,1,1,71
0,3.67633282666459,2.86982356153471,1,1,71
0,0.212722412310541,2.86982356153471,0,0,71
0,5.19299368703365,2.86982356153471,1,1,71
0,0.51017059853027,2.89214358772905,1,1,71
0,0.954571910352536,2.87644498176412,0,0,71
0,0.185581571422517,2.90090568233703,0,0,71
1,1.24811036325991,2.86982356153471,0,0,71
0,0.550480213716139,2.90637397552878,0,0,71
0,1.21252472582184,1.84831038592012,1,1,72
0,2.85751369578724,1.84831038592012,1,1,72
0,3.24376532024747,1.84831038592012,1,1,72
0,0.574742826633155,1.91516963814783,1,1,72
0,0.95542558748275,1.85930806061427,1,1,72
1,0.305070438538638,1.84831038592012,0,0,72
0,2.71812381214442,1.84831038592012,0,1,72
0,3.33129861189013,1.88342074746957,0,0,72
0,0.0103788252987437,1.86207561383734,1,1,72
0,1.38490653317422,1.906301262441,1,1,72
0,6.47818049754868,1.85879325221241,1,1,72
1,1.61073611109498,1.85096513104754,0,1,72
0,0.64868598151952,1.85318940791395,1,1,72
0,1.03094002697617,1.84831038592012,1,1,72
0,0.691107167862356,1.08453100212596,0,1,73
0,1.55431896776671,1.09868304033215,0,0,73
0,0.291320277377963,1.08453100212596,1,1,73
0,1.5188924166465,1.08453100212596,1,1,73
0,1.4693984141081,1.10148869683603,0,1,73
0,1.60576618268135,1.08453100212596,1,1,73
0,0.621790023520589,1.10672081770522,0,0,73
1,0.315795641392469,1.09628133447143,1,1,73
1,3.44233622757678,1.08453100212596,0,0,73
0,3.60780729709153,1.08453100212596,1,1,73
0,0.872850866458439,1.11750931037609,0,0,73
0,0.0260853562504053,0.730388325262539,1,1,74
0,5.98422544028954,0.723041433958089,1,1,74
0,1.58151122961776,0.716914723199148,0,1,74
0,4.5681240444345,0.716914723199148,0,0,74
0,0.764379654079676,0.780139307928082,0,1,74
0,0.924295560456812,0.768077611642907,1,1,74
0,0.149659918621182,0.774104054045918,1,1,74
0,3.71926968527918,0.759746720522089,0,0,74
1,1.17997170239687,0.755456110288932,0,0,74
1,2.02502799110901,0.716914723199148,0,0,74
0,0.752935686148703,0.716914723199148,1,1,74
0,1.1573914848268,0.71743077936621,0,0,74
0,0.876357721164823,0.749154676628933,0,1,74
0,5.61946827069298,0.716914723199148,0,1,74
0,0.390733237378299,0.542321999844525,0,1,75
1,0.668873189948499,0.541701269320401,1,1,75
0,0.27796106707016,0.541701269320401,1,1,75
1,1.19110676415178,0.551071143706716,0,1,75
0,1.46900778533689,0.620571534097442,0,1,75
0,3.49357626942878,0.611327413907496,0,1,75
0,4.56714014311261,0.541701269320401,0,1,75
0,0.88496524002403,0.620909556812178,0,0,75
0,0.964341321960092,0.541701269320401,0,1,75
0,0.98586443439126,0.55883997846407,1,1,75
0,2.09761280628362,6.73549953906046,1,1,76
0,0.768238476477563,6.78887569699899,1,1,76
0,0.917138824239373,6.77117070093183,1,1,76
0,3.10570677353029,6.73549953906046,1,1,76
0,2.37978754472836,6.73549953906046,1,1,76
0,0.190789062529802,6.74682380976249,0,1,76
1,4.20095247377582,0.484731131999675,0,1,77
0,2.73421876310351,0.457108040005441,1,1,77
0,0.0699928800879762,0.494188000312303,1,1,77
0,1.62786222985926,0.418635458253067,0,1,77
0,0.607102484442294,0.536767627582303,1,1,77
0,1.18985656369478,0.418635458253067,0,0,77
0,1.49563683297631,0.501621624395186,0,0,77
0,2.02514308249828,0.471387712871657,1,1,77
0,2.06527598076459,0.418635458253067,1,1,77
0,0.841191370155572,0.418635458253067,1,1,77
0,0.601857662200928,0.418635458253067,0,1,77
1,4.79454714407153,0.939546224618327,0,0,78
0,2.80668665110373,0.855635636372375,0,0,78
1,0.215579155832529,0.855635636372375,0,1,78
0,6.03147661697281,0.859942343499473,0,0,78
0,2.8244037312306,0.882098468138623,1,1,78
0,0.65189451523497,0.929423796023191,0,1,78
0,0.601635050959885,0.938059157182681,0,1,78
0,0.242415570653975,0.855635636372375,1,1,78
1,0.00805349682089824,0.855635636372375,0,0,78
1,1.45880865856054,0.855635636372375,0,0,78
0,0.15848380047828,0.855635636372375,0,0,78
1,1.09175333566964,0.888483013929654,0,1,78
0,2.15556466943564,0.855635636372375,1,1,78
0,2.8769323004592,0.955744961800679,0,0,78
0,1.01114751119167,0.826801665231854,0,0,79
0,3.87744961289649,0.826801665231854,0,0,79
0,0.0575781519187117,0.858445672184233,1,1,79
0,3.52002068420313,0.826801665231854,1,1,79
0,3.89036666212564,0.826801665231854,1,1,79
0,7.90099943759752,0.826801665231854,1,1,79
1,0.721319803968072,0.826801665231854,1,1,79
0,3.72475503368263,0.826801665231854,1,1,79
1,0.591880586929619,0.848714185946963,0,0,79
0,1.60044820784571,0.826801665231854,0,1,79
0,0.282164764473092,0.844860652504603,1,1,79
0,2.49026914863827,3.96415546463157,0,0,80
0,2.12784246382178,4.01829268580388,1,1,80
0,5.20904185225196,3.96415546463157,0,0,80
1,2.22363096280935,3.96415546463157,1,1,80
1,3.125930622052,3.97151100475304,0,0,80
0,1.14114699233323,3.96415546463157,1,1,80
1,0.0991990901529789,3.96415546463157,0,1,80
0,0.140045243315399,3.96415546463157,0,1,80
0,0.955733589828014,0.162714775999073,1,1,81
0,2.01158315866234,0.162714775999073,1,1,81
0,7.87421600106073,0.162714775999073,0,1,81
0,3.10285253806,0.179189268679347,1,1,81
0,1.09876465116625,0.162714775999073,0,1,81
0,2.08180270521882,0.163041173975836,1,1,81
0,0.276959745213389,0.162714775999073,1,1,81
1,3.0144839992929,0.162714775999073,0,1,81
1,0.324577075429261,0.22164339685762,0,1,81
0,1.00613766722381,0.162714775999073,0,1,81
0,0.293935693800449,1.70215747600269,1,1,82
0,1.41257349952104,1.69485385311003,1,1,82
0,1.66984764085137,1.69485385311003,1,1,82
0,2.11758797607365,1.71099124874986,0,0,82
0,4.59020374455222,1.75200910065055,0,0,82
0,0.512075275294371,1.70464629653391,1,1,82
0,1.14877002499998,1.69485385311003,1,1,82
0,1.05653215013444,1.76384463303773,0,1,82
0,1.37815988063812,1.78187687442159,0,1,82
0,4.03025382740383,1.74894541228187,0,0,82
0,1.15035053063184,0.574580868965783,0,0,83
0,2.96896086616402,0.469616994984598,0,0,83
0,2.41861818722429,0.469616994984598,1,1,83
1,0.757197358645499,0.469616994984598,0,0,83
0,0.87921644654125,0.567762518945333,0,0,83
0,2.9223544744957,0.469616994984598,0,1,83
0,1.34726153872907,0.522769606510923,0,0,83
0,0.64837834239006,0.469616994984598,1,1,83
1,0.661499680951238,0.469616994984598,0,0,83
1,0.0340339832499024,0.531555121154243,0,0,83
0,5.83645719256172,0.471576824825546,0,0,83
1,1.37511002458632,0.474814064462649,0,0,83
0,3.10292342660909,0.469616994984598,0,0,83
1,0.0415824377311205,0.469616994984598,0,0,83
1,3.25624696521049,0.469616994984598,0,1,83
0,1.4835775440274,0.478950545229692,0,0,84
0,2.2019271365458,0.480545244403199,0,0,84
0,6.38176532056103,0.550296889089308,1,1,84
0,4.37131525415879,0.511565309275109,0,0,84
0,0.873190577008565,0.5020755604123,0,0,84
1,0.42965042963624,0.471822649168618,0,0,84
0,0.538962065242231,0.476120682351178,1,1,84
0,0.499774290248752,0.511514667367702,1,1,84
0,1.54003142929616,0.479772542760545,0,1,84
0,0.813015200197697,0.67017104846245,0,0,85
0,0.745844770222902,0.663428050909572,1,1,85
0,0.294415182102804,0.740398562476032,1,1,85
1,0.234212812967598,0.707057102230756,0,0,85
0,4.29203215588756,0.663428050909572,0,0,85
0,0.530237925238907,0.663428050909572,1,1,85
1,1.7609270698482,0.663428050909572,1,1,85
0,0.12029438931495,0.75130023730766,0,0,85
1,1.89490724160316,0.853151557742155,0,1,86
0,0.494609157554805,0.853151557742155,0,1,86
0,2.61911166823449,0.894138049750113,0,0,86
0,2.52704289174619,0.853151557742155,1,1,86
0,0.75339390585793,0.915580257889023,0,0,86
0,0.583929995074868,0.853151557742155,1,1,86
0,1.01579852502721,0.855156850513246,0,0,86
0,3.67917401699309,0.853151557742155,0,1,86
0,0.614770103245974,0.853151557742155,0,1,86
1,0.974793982692063,0.941214609613909,0,0,86
0,1.89594947538319,0.746608053560278,1,1,87
0,1.06757863424718,0.769158854850856,1,1,87
0,0.320377404801548,0.746608053560278,0,1,87
0,3.11472891940096,0.746608053560278,1,1,87
1,2.44465184017065,0.746608053560278,0,1,87
0,1.28635706938803,0.746608053560278,1,1,87
0,3.0436908265758,0.770068327587229,0,1,87
1,0.0722054969731026,0.806837628490717,0,0,87
0,0.279042413458228,0.746608053560278,1,1,87
0,3.04907992837911,0.858048529182178,1,1,87
0,1.34845509659499,0.774028932427657,0,0,87
0,7.75360072734666,0.746608053560278,0,0,87
0,0.598611006513238,0.746608053560278,0,0,87
0,0.801198247252564,1.59375755842482,0,1,88
0,0.924373520538211,1.59375755842482,0,0,88
0,1.22154830303043,1.59883950187688,0,1,88
1,3.47640187848732,1.67567107898919,0,0,88
0,2.06714867233279,1.63518805859199,1,1,88
0,0.229743834041599,1.68906625261262,1,1,88
0,1.39111926740466,1.59375755842482,1,1,88
0,0.158267478583657,2.42017651296595,0,0,89
0,2.99329481629615,2.42017651296595,0,0,89
1,1.2384660243988,2.50431362913306,0,1,89
0,5.58725015785465,2.42017651296595,1,1,89
0,0.0484160995110869,2.43982657726362,0,0,89
1,0.545992232859135,2.43743468230155,0,1,89
1,0.819406001828611,2.45932129736121,0,0,89
0,0.955484611913562,2.42017651296595,0,0,89
0,0.483650152630126,2.42102584327661,0,0,89
0,0.654087081551552,2.42017651296595,1,1,89
0,1.79984451021764,2.50509090556027,1,1,89
1,1.38258360791951,2.42017651296595,0,1,89
0,7.0804997492106,0.491469487856693,0,0,90
0,1.21288099326193,0.491469487856693,0,0,90
1,0.745864551514387,0.491469487856693,0,1,90
0,4.73271220978071,0.491469487856693,1,1,90
0,2.67529805927517,0.505588641749311,0,0,90
1,2.38191997623982,0.611086324614613,0,0,90
0,1.12562831863761,0.491469487856693,0,0,90
1,1.34337405953556,0.564689494769745,0,0,90
0,1.30994696822017,0.491469487856693,0,0,90
0,2.17030203716993,0.491469487856693,0,0,90
1,1.29798777773976,0.491469487856693,0,0,90
0,1.46612507707063,0.491469487856693,0,0,90
1,1.56231192583,0.64901462322123,0,0,91
1,0.16326833050698,0.650242683158646,0,0,91
0,2.6771218086684,0.669010792490536,0,0,91
1,5.57543935305405,0.64901462322123,0,0,91
0,10,0.64901462322123,0,0,91
1,0.104505799893696,0.64901462322123,0,0,91
0,0.70636432202705,0.64901462322123,0,0,91
1,2.42380843489411,0.64901462322123,0,0,91
0,1.64153561918976,0.669423316912779,1,1,91
1,0.799278519116342,0.64901462322123,0,0,91
0,0.0924111222848296,0.64901462322123,0,0,91
0,0.955653765925667,0.64901462322123,1,1,91
1,0.984892996959388,4.17016291551497,0,1,92
1,0.294575217852526,4.17016291551497,0,1,92
0,0.144468278624117,4.17016291551497,0,0,92
0,0.465149779804051,4.17016291551497,0,0,92
0,1.79160633488538,4.22201247089468,0,0,92
0,1.79403493979283,4.17487829818156,1,1,92
0,1.86884914143922,4.17016291551497,0,0,92
1,0.813965756939107,4.17016291551497,0,0,92
0,6.00319023099219,4.17140437253705,0,0,92
0,1.43740792048008,4.19004073453738,0,0,92
0,1.20748393703252,4.21753060055736,0,0,92
1,0.224433466046136,4.17016291551497,0,0,92
0,0.248536134844303,4.22604145265428,1,1,92
0,0.458614797331393,4.17016291551497,0,0,92
0,0.292413524998381,0.23041096286579,0,0,93
0,0.773562860675156,0.23041096286579,1,1,93
0,2.51642623721602,0.239695213626943,1,1,93
0,0.519347965485054,0.23041096286579,0,0,93
0,0.723142208531499,0.23041096286579,1,1,93
1,0.342974008992314,0.241932135915644,0,0,93
0,1.3683775914833,0.23041096286579,1,1,93
0,0.457931964658201,0.23041096286579,0,0,93
0,2.12806768592038,0.263359779128528,0,0,93
1,2.04092654872287,0.25775366222588,0,0,93
0,0.521143033784602,0.23041096286579,1,1,93
1,1.74318197174909,0.272789936319445,0,0,93
0,3.46312070248609,0.239868674440054,0,0,93
0,1.18412988353521,0.241891263226295,1,1,93
0,1.12263790797442,0.290052052505889,0,0,93
1,4.48656417776771,0.568261380361399,0,1,94
1,1.86560648517587,0.558913599498224,1,1,94
0,3.16969652457123,0.558913599498224,0,0,94
0,0.321770401671529,0.558913599498224,1,1,94
0,0.121310641057789,0.558913599498224,1,1,94
1,0.244682423432018,0.924921264282081,0,0,95
1,0.222217728925938,0.911048576442939,0,0,95
0,2.17198196050009,0.908153317872215,0,0,95
0,0.259404220618308,0.950700056611871,0,0,95
0,1.37557036615908,0.908153317872215,0,0,95
1,0.442776405252516,0.99369429296412,0,0,95
1,0.973903567688643,0.946541455000291,0,0,95
0,0.290527189096749,0.908153317872215,0,0,95
1,3.53898694349413,0.908153317872215,0,0,95
0,1.13823182787746,0.908153317872215,0,0,95
1,2.72380506425145,1.00769629069204,0,0,95
0,2.07038816242459,0.908153317872215,0,0,95
0,10,0.932046238922061,0,0,95
1,0.93275140446719,0.933938391264382,0,0,95
0,1.87068974404576,0.424662776171869,0,1,96
0,2.19374795063379,0.421935318248282,0,1,96
0,2.2859526111607,0.517685993672743,1,1,96
0,1.21971637755632,0.465862564082966,1,1,96
1,0.359822682282847,0.421935318248282,1,1,96
0,4.64049811263509,0.456217101323441,1,1,96
0,0.213901808485389,13.4306924531758,0,1,97
0,1.01696219481528,13.3719133366005,1,1,97
0,6.03456732597122,13.3719133366005,1,1,97
0,2.67766211546006,13.4229142039182,0,1,97
0,1.364273076877,13.3911553592118,1,1,97
0,1.77623088090661,13.3719133366005,0,0,97
0,2.6378185263926,13.435814986755,1,1,97
0,3.38696651143913,13.3839086505215,1,1,97
0,3.34149444086437,13.524793048401,0,1,97
0,1.71693281448426,13.3719133366005,1,1,97
0,0.437481031753123,13.3719133366005,1,1,97
0,0.12316289357841,13.3719133366005,1,1,97
0,0.199462873215582,13.4160998733377,0,1,97
0,2.80902741832619,13.3795108104071,1,1,97
0,2.68839884727242,13.4091357784533,1,1,97
0,1.33770016301423,13.3719133366005,1,1,97
0,0.857483369298279,1.37071013048347,1,1,98
0,0.454940928146243,1.37071013048347,1,1,98
0,6.07349865104923,1.37071013048347,1,1,98
0,10,1.37071013048347,1,1,98
0,0.908651210360478,1.37071013048347,0,1,98
0,1.71844128697159,1.46465118912174,1,1,98
1,0.457314405590296,1.43834909778238,0,1,98
0,2.11115372402499,1.37071013048347,0,0,98
0,1.39806775554063,1.37071013048347,0,1,98
0,2.9519453307796,1.58995539997898,0,0,99
0,0.0710293849309408,1.585413942214,0,0,99
1,0.91844658087939,1.585413942214,0,0,99
0,6.47351156141529,1.64663889742748,0,0,99
1,0.102744468994649,1.585413942214,0,0,99
0,0.103468404151499,1.6665173186374,1,1,99
1,0.361621232703328,1.63480126892331,0,0,99
1,0.174411538048842,1.59136160198093,0,0,99
0,4.12037568522577,1.585413942214,0,0,99
1,1.07589438650757,1.61405409018211,0,0,99
0,0.511770491488278,0.284880134962424,1,1,100
0,1.30817192513496,0.284880134962424,0,0,100
1,0.520363644696772,0.284880134962424,0,0,100
0,0.449938773024504,0.353435735035963,1,1,100
1,2.26190634435954,0.295207039824271,0,0,100
0,1.41797766267302,0.361422517396635,0,0,100
0,0.229241661727428,0.381510984065765,0,1,100
0,2.64481764278355,0.869704975359968,1,1,101
0,0.30818880928041,0.798638900406772,0,1,101
0,1.1958739683032,0.83392323537936,1,1,101
0,1.43046054794433,0.783018899701879,1,1,101
